name,mpg,fgm_per_g,fga_per_g,fg_pct,fg3m_per_g,fg3a_per_g,fg3_pct,fg2m_per_g,fg2a_per_g,fg2_pct,efg_pct,ftm_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,ppg,team
Zoran Planinić,12.0,1.8,4.0,.448,0.3,0.9,.375,1.5,3.1,.470,.491,1.1,1.5,.697,0.4,1.2,1.6,1.0,0.6,0.0,1.0,1.8,5.0,NJN
Pavel Podkolzin,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.2,0.4,.500,0.0,0.4,0.4,0.0,0.0,0.0,0.4,0.8,0.2,DAL
Scot Pollard,17.7,1.6,3.4,.473,0.0,0.0,,1.6,3.4,.473,.473,0.7,1.0,.673,1.7,2.4,4.2,0.4,0.6,0.5,0.6,2.5,3.9,IND
Mark Pope,3.0,0.2,0.7,.333,0.0,0.0,,0.2,0.7,.333,.333,0.0,0.0,,0.6,0.3,0.9,0.1,0.1,0.2,0.1,0.6,0.4,DEN
James Posey,27.6,2.5,7.1,.357,1.1,3.6,.309,1.4,3.6,.404,.434,1.9,2.2,.865,0.9,3.5,4.4,1.8,1.0,0.5,1.4,2.7,8.1,MEM
Vitaly Potapenko,10.2,1.4,2.6,.517,0.0,0.0,.000,1.4,2.6,.523,.517,0.8,0.9,.871,0.9,1.5,2.4,0.3,0.2,0.1,0.4,1.6,3.5,SEA
Tayshaun Prince,37.1,5.7,11.7,.487,0.6,1.7,.341,5.1,10.1,.512,.511,2.7,3.3,.807,1.6,3.7,5.3,3.0,0.7,0.9,1.6,2.0,14.7,DET
Laron Profit,10.2,1.3,3.0,.438,0.2,0.7,.286,1.1,2.4,.480,.469,0.4,0.6,.640,0.6,1.2,1.8,0.9,0.4,0.1,0.6,1.0,3.2,WAS
Joel Przybilla,24.4,2.6,4.4,.598,0.0,0.0,,2.6,4.4,.598,.598,1.2,2.3,.517,2.3,5.4,7.7,1.0,0.3,2.1,1.3,3.1,6.4,POR
Vladimir Radmanović,29.5,4.2,10.3,.409,2.0,5.2,.389,2.2,5.1,.430,.508,1.3,1.6,.786,0.8,3.8,4.6,1.4,0.9,0.5,1.3,2.7,11.8,SEA
Aleksandar Radojević,10.7,0.5,1.6,.316,0.0,0.0,,0.5,1.6,.316,.316,0.6,0.8,.700,0.8,1.6,2.3,0.5,0.0,0.2,1.3,2.7,1.6,UTA
Peter John Ramos,3.3,0.8,1.7,.500,0.0,0.0,,0.8,1.7,.500,.500,0.2,0.3,.500,0.2,0.5,0.7,0.0,0.0,0.2,0.5,0.7,1.8,WAS
Zach Randolph,34.8,7.2,16.1,.448,0.0,0.1,.000,7.2,16.0,.452,.448,4.5,5.5,.815,3.1,6.5,9.6,1.9,0.7,0.4,2.4,2.4,18.9,POR
Theo Ratliff,27.5,1.8,4.1,.447,0.0,0.0,,1.8,4.1,.447,.447,1.2,1.7,.692,1.8,3.5,5.3,0.5,0.4,2.5,0.9,2.9,4.8,POR
Željko Rebrača,16.0,2.3,4.0,.568,0.0,0.0,,2.3,4.0,.568,.568,1.3,1.5,.859,0.8,2.3,3.2,0.4,0.2,0.7,0.8,2.2,5.8,LAC
Michael Redd,38.0,8.3,18.9,.441,1.4,3.9,.355,6.9,15.0,.463,.477,4.9,5.8,.854,1.0,3.2,4.2,2.3,0.8,0.1,1.8,2.0,23.0,MIL
Justin Reed,5.3,0.7,1.3,.517,0.0,0.1,.000,0.7,1.1,.577,.517,0.5,0.7,.733,0.3,0.3,0.7,0.4,0.1,0.0,0.2,0.5,1.8,BOS
Jared Reiner,6.9,0.5,1.6,.333,0.0,0.0,,0.5,1.6,.333,.333,0.1,0.2,.250,0.7,1.3,2.0,0.1,0.2,0.4,0.5,1.8,1.1,CHI
Jason Richardson,37.8,8.5,19.0,.446,1.7,5.1,.338,6.7,13.9,.486,.492,3.0,4.3,.693,1.7,4.2,5.9,3.9,1.5,0.4,2.3,2.2,21.7,GSW
Quentin Richardson,35.9,5.2,13.2,.389,2.9,8.0,.358,2.3,5.2,.437,.498,1.7,2.3,.739,1.2,4.9,6.1,2.0,1.2,0.3,1.3,2.5,14.9,PHO
Luke Ridnour,31.4,3.6,9.0,.405,0.8,2.2,.376,2.8,6.8,.414,.450,1.9,2.2,.883,0.7,1.8,2.5,5.9,1.1,0.3,1.8,2.3,10.0,SEA
Bernard Robinson,10.6,1.2,2.6,.444,0.1,0.3,.375,1.1,2.4,.452,.463,0.6,0.8,.692,0.5,1.1,1.5,1.0,0.4,0.1,0.6,1.4,3.0,CHA
Clifford Robinson,23.8,2.8,7.4,.386,0.9,2.7,.347,1.9,4.6,.409,.450,0.9,1.4,.639,0.8,2.2,2.9,1.5,0.9,0.7,0.9,2.5,7.5,TOT
Clifford Robinson,26.0,3.4,8.4,.398,1.0,3.0,.331,2.4,5.4,.436,.458,0.8,1.4,.603,0.7,2.0,2.7,1.8,1.0,0.9,1.0,2.5,8.5,GSW
Clifford Robinson,20.7,2.1,5.8,.361,0.9,2.3,.379,1.2,3.6,.350,.435,0.9,1.3,.692,0.8,2.5,3.3,1.0,0.6,0.5,0.9,2.6,6.0,NJN
Glenn Robinson,17.4,3.8,8.6,.442,0.2,0.7,.333,3.6,7.9,.451,.455,2.2,2.6,.870,0.4,2.2,2.7,0.9,0.4,0.3,0.8,2.1,10.0,SAS
Rodney Rogers,23.6,3.0,7.8,.382,0.8,2.9,.286,2.1,4.9,.440,.436,0.9,1.2,.743,1.1,3.2,4.2,1.5,0.7,0.3,1.5,3.0,7.7,TOT
Rodney Rogers,29.4,3.6,9.6,.377,0.8,3.1,.272,2.8,6.6,.426,.420,1.1,1.4,.762,0.9,3.8,4.7,2.0,0.6,0.4,2.2,3.4,9.2,NOH
Rodney Rogers,17.3,2.3,5.8,.391,0.8,2.7,.303,1.4,3.0,.471,.463,0.7,1.0,.714,1.2,2.5,3.7,0.9,0.8,0.3,0.7,2.5,6.0,PHI
Jalen Rose,33.5,6.5,14.3,.455,1.3,3.4,.394,5.2,10.9,.473,.501,4.1,4.8,.854,0.5,2.9,3.4,2.6,0.8,0.1,2.2,2.3,18.5,TOR
Malik Rose,19.4,2.6,5.8,.449,0.0,0.1,.100,2.6,5.7,.457,.450,1.8,2.4,.737,1.7,2.8,4.5,0.8,0.6,0.2,1.3,2.7,7.0,TOT
Malik Rose,17.2,2.5,5.3,.464,0.0,0.1,.000,2.5,5.3,.471,.464,1.4,2.0,.697,1.9,2.6,4.5,0.8,0.6,0.2,1.1,2.5,6.3,SAS
Malik Rose,23.6,2.8,6.7,.425,0.0,0.2,.167,2.8,6.5,.435,.428,2.6,3.3,.782,1.3,3.1,4.4,0.7,0.6,0.3,1.8,3.2,8.3,NYK
Quinton Ross,21.3,2.1,4.8,.432,0.0,0.1,.250,2.1,4.7,.434,.433,0.9,1.4,.673,0.8,1.9,2.7,1.4,0.7,0.3,0.7,2.1,5.1,LAC
Michael Ruffin,16.0,0.5,1.3,.414,0.0,0.0,.000,0.5,1.2,.418,.414,0.4,0.8,.433,2.0,2.2,4.2,0.8,0.5,0.5,0.6,2.4,1.4,WAS
Kareem Rush,20.2,3.3,8.5,.387,1.1,2.9,.372,2.2,5.6,.394,.450,0.8,1.0,.771,0.4,1.4,1.9,1.4,0.4,0.1,1.0,1.5,8.4,TOT
Kareem Rush,6.5,0.3,1.4,.200,0.1,0.7,.200,0.1,0.7,.200,.250,0.1,0.1,1.000,0.2,0.5,0.7,0.2,0.1,0.1,0.2,0.5,0.9,LAL
Kareem Rush,25.8,4.5,11.4,.396,1.4,3.7,.386,3.1,7.6,.402,.460,1.0,1.4,.761,0.5,1.8,2.3,1.9,0.5,0.2,1.3,2.0,11.5,CHA
Bryon Russell,14.7,1.4,3.6,.377,0.8,2.1,.376,0.6,1.5,.379,.488,0.9,1.1,.792,0.7,1.7,2.5,1.0,0.6,0.2,0.5,1.9,4.4,DEN
John Salmons,17.1,1.5,3.6,.405,0.5,1.6,.341,0.9,2.1,.454,.479,0.6,0.8,.729,0.2,1.9,2.1,2.0,0.7,0.2,0.9,1.6,4.1,PHI
Jamal Sampson,14.3,1.2,2.7,.452,0.0,0.0,,1.2,2.7,.452,.452,1.0,1.7,.590,1.6,3.7,5.3,0.3,0.2,0.7,0.7,2.3,3.4,CHA
Daniel Santiago,9.5,0.6,1.9,.333,0.0,0.0,,0.6,1.9,.333,.333,0.7,1.0,.727,0.5,1.2,1.7,0.1,0.3,0.4,0.4,2.5,2.0,MIL
Brian Scalabrine,21.6,2.4,6.1,.398,0.4,1.3,.324,2.0,4.9,.417,.431,1.0,1.3,.768,1.5,3.0,4.5,1.6,0.6,0.3,1.2,2.1,6.3,NJN
Ansu Sesay,8.0,1.1,2.6,.405,0.1,0.5,.250,0.9,2.1,.441,.429,0.8,1.5,.542,1.1,1.3,2.4,0.8,0.1,0.2,0.5,1.0,3.1,GSW
Ha Seung-Jin,5.5,0.5,1.2,.435,0.0,0.0,,0.5,1.2,.435,.435,0.3,0.6,.545,0.3,0.6,0.9,0.1,0.1,0.3,0.6,1.1,1.4,POR
Paul Shirley,3.3,0.6,1.2,.455,0.0,0.0,,0.6,1.2,.455,.455,0.2,0.4,.500,0.1,0.1,0.2,0.3,0.0,0.0,0.1,0.3,1.3,PHO
Bobby Simmons,37.3,6.3,13.6,.466,0.7,1.5,.435,5.7,12.0,.470,.491,3.1,3.6,.846,1.7,4.2,5.9,2.7,1.4,0.2,1.8,3.0,16.4,LAC
Brian Skinner,19.2,2.1,4.2,.507,0.0,0.0,.000,2.1,4.2,.510,.507,0.5,1.4,.357,2.2,3.5,5.7,0.9,0.6,1.0,0.8,2.1,4.8,TOT
Brian Skinner,10.3,0.9,2.4,.386,0.0,0.0,.000,0.9,2.3,.393,.386,0.2,0.7,.294,1.0,1.6,2.6,0.2,0.2,0.3,0.5,1.2,2.0,PHI
Brian Skinner,27.8,3.3,5.9,.554,0.0,0.0,,3.3,5.9,.554,.554,0.8,2.1,.377,3.4,5.4,8.7,1.5,1.0,1.7,1.1,2.9,7.4,SAC
Tamar Slay,9.8,1.6,4.9,.333,0.3,1.5,.167,1.4,3.4,.407,.359,0.0,0.3,.000,0.8,1.0,1.8,0.4,0.6,0.0,1.0,2.5,3.5,CHA
Donta Smith,11.4,1.2,3.0,.389,0.2,0.6,.273,1.0,2.4,.418,.416,0.9,1.3,.688,0.5,0.9,1.4,1.0,0.6,0.1,0.7,1.3,3.3,ATL
J.R. Smith,24.5,3.9,9.8,.394,1.1,3.7,.288,2.8,6.1,.458,.449,1.5,2.1,.689,0.5,1.5,2.0,1.9,0.7,0.1,1.4,1.8,10.3,NOH
Jabari Smith,14.4,1.4,3.3,.419,0.0,0.0,.500,1.4,3.2,.418,.422,0.9,1.2,.745,0.6,1.8,2.5,0.8,0.6,0.3,0.9,2.3,3.7,NJN
Joe Smith,30.6,4.3,8.4,.514,0.0,0.0,.000,4.3,8.4,.515,.514,2.4,3.1,.768,2.4,4.9,7.3,0.9,0.6,0.5,1.1,3.0,11.0,MIL
Josh Smith,27.7,3.7,8.1,.455,0.1,0.3,.174,3.6,7.8,.466,.458,2.2,3.2,.688,2.0,4.2,6.2,1.7,0.8,1.9,1.8,2.1,9.7,ATL
Steve Smith,15.0,2.0,5.0,.411,0.8,2.1,.390,1.2,2.9,.427,.494,1.4,1.6,.863,0.3,1.0,1.3,1.4,0.3,0.1,0.5,1.6,6.3,TOT
Steve Smith,17.2,2.5,5.9,.427,1.0,2.4,.422,1.5,3.5,.430,.514,1.8,2.1,.870,0.4,1.0,1.3,1.5,0.3,0.2,0.6,2.0,7.9,CHA
Steve Smith,8.8,0.7,2.3,.300,0.2,1.2,.200,0.5,1.2,.400,.350,0.2,0.2,.667,0.2,1.1,1.2,1.1,0.2,0.0,0.2,0.6,1.8,MIA
Theron Smith,15.5,1.3,4.1,.324,0.1,0.4,.250,1.2,3.8,.331,.335,0.4,0.5,.875,1.2,2.3,3.5,0.8,0.2,0.1,0.8,1.8,3.2,CHA
Eric Snow,22.8,1.5,4.0,.382,0.2,0.6,.289,1.4,3.5,.397,.402,0.7,1.0,.738,0.5,1.5,1.9,3.9,0.8,0.2,1.1,2.3,4.0,CLE
Kirk Snyder,13.3,1.8,4.8,.372,0.4,1.3,.353,1.4,3.6,.379,.418,0.9,1.4,.667,0.7,1.0,1.8,0.5,0.4,0.3,0.9,1.7,5.0,UTA
Darius Songaila,20.6,3.2,6.0,.527,0.0,0.0,.000,3.2,6.0,.530,.527,1.2,1.4,.847,1.5,2.7,4.2,1.4,0.6,0.2,0.9,2.5,7.5,SAC
Pape Sow,9.4,0.9,2.1,.397,0.0,0.0,,0.9,2.1,.397,.397,0.6,1.0,.593,0.7,1.4,2.1,0.1,0.4,0.1,0.4,1.7,2.3,TOR
Latrell Sprewell,30.6,5.0,12.0,.414,0.9,2.6,.327,4.1,9.4,.439,.450,2.0,2.4,.830,0.8,2.4,3.2,2.2,0.7,0.3,1.6,1.6,12.8,MIN
Jerry Stackhouse,28.9,4.9,11.8,.414,0.6,2.1,.267,4.3,9.7,.446,.438,4.5,5.3,.849,0.7,2.6,3.3,2.3,0.9,0.2,1.9,1.9,14.9,DAL
DeShawn Stevenson,19.8,3.2,7.7,.408,0.5,1.2,.373,2.7,6.5,.415,.438,1.0,1.8,.554,0.7,1.2,1.9,1.3,0.3,0.2,1.0,1.3,7.8,ORL
Michael Stewart,12.1,0.9,1.8,.524,0.0,0.0,,0.9,1.8,.524,.524,0.3,0.6,.429,1.8,1.6,3.3,0.4,0.5,0.4,0.5,2.7,2.1,ATL
Peja Stojaković,38.4,6.8,15.4,.444,2.6,6.6,.402,4.2,8.8,.475,.530,3.8,4.2,.920,0.9,3.4,4.3,2.1,1.2,0.2,1.5,2.4,20.1,SAC
Awvee Storey,3.6,0.3,1.1,.300,0.1,0.2,.500,0.2,0.9,.250,.350,0.1,0.2,.500,0.4,0.1,0.6,0.1,0.0,0.0,0.0,0.3,0.9,NJN
Damon Stoudamire,34.1,5.6,14.4,.392,2.2,6.0,.369,3.4,8.3,.409,.470,2.2,2.5,.915,0.7,3.1,3.8,5.7,1.1,0.0,2.0,2.0,15.8,POR
Amar'e Stoudemire,36.1,9.3,16.7,.559,0.0,0.2,.188,9.3,16.5,.564,.560,7.3,9.9,.733,2.7,6.2,8.9,1.6,1.0,1.6,2.4,3.5,26.0,PHO
Erick Strickland,16.4,1.8,4.9,.375,0.3,1.3,.253,1.5,3.6,.421,.410,0.8,1.0,.813,0.2,1.5,1.7,1.9,0.5,0.0,1.0,1.7,4.9,MIL
Rod Strickland,12.3,0.6,2.7,.209,0.1,0.1,.500,0.5,2.6,.195,.221,0.6,0.6,.900,0.2,1.5,1.7,2.4,0.2,0.1,1.0,0.9,1.8,HOU
Bruno Šundov,3.5,0.5,1.8,.297,0.0,0.1,.333,0.5,1.6,.294,.311,0.1,0.1,1.000,0.3,0.3,0.6,0.1,0.1,0.1,0.3,0.8,1.2,NYK
Bob Sura,31.5,3.5,8.3,.427,0.9,2.5,.355,2.6,5.7,.458,.481,2.3,3.1,.750,1.3,4.2,5.5,5.2,1.1,0.1,2.4,2.8,10.3,HOU
Mike Sweetney,19.6,3.1,5.8,.531,0.0,0.0,.000,3.1,5.8,.533,.531,2.3,3.1,.749,2.2,3.2,5.4,0.6,0.4,0.4,1.4,2.9,8.4,NYK
Robert Swift,4.5,0.3,0.7,.455,0.0,0.0,,0.3,0.7,.455,.455,0.3,0.6,.556,0.1,0.3,0.3,0.1,0.1,0.4,0.3,1.0,0.9,SEA
Stromile Swift,21.3,3.7,8.1,.449,0.0,0.1,.000,3.7,8.1,.452,.449,2.8,3.7,.758,1.5,3.0,4.6,0.7,0.7,1.5,1.5,3.0,10.1,MEM
Wally Szczerbiak,31.6,5.7,11.3,.506,0.8,2.1,.373,5.0,9.3,.536,.540,3.2,3.8,.855,1.0,2.7,3.7,2.4,0.5,0.2,1.6,2.2,15.5,MIN
Yuta Tabuse,4.3,0.3,1.5,.167,0.3,0.3,1.000,0.0,1.3,.000,.250,1.0,1.0,1.000,0.5,0.5,1.0,0.8,0.0,0.0,0.3,0.3,1.8,PHO
Maurice Taylor,20.6,3.1,6.9,.455,0.0,0.1,.333,3.1,6.7,.458,.459,1.0,1.6,.612,1.0,2.9,4.0,1.0,0.4,0.3,1.4,2.8,7.3,TOT
Maurice Taylor,23.8,3.3,7.7,.435,0.1,0.2,.375,3.3,7.5,.437,.440,1.0,1.6,.650,1.1,3.2,4.3,1.4,0.4,0.3,1.7,3.2,7.8,HOU
Maurice Taylor,16.0,2.8,5.7,.494,0.0,0.0,.000,2.8,5.7,.497,.494,0.9,1.6,.558,1.0,2.5,3.4,0.5,0.4,0.3,1.1,2.1,6.5,NYK
Sebastian Telfair,19.6,2.5,6.3,.393,0.3,1.0,.246,2.2,5.3,.421,.413,1.5,2.0,.789,0.1,1.4,1.5,3.3,0.5,0.1,1.8,1.8,6.8,POR
Jason Terry,30.0,4.7,9.3,.501,1.3,3.1,.420,3.4,6.2,.540,.570,1.8,2.2,.844,0.5,1.9,2.4,5.4,1.4,0.2,1.8,2.2,12.4,DAL
Billy Thomas,14.2,1.4,3.8,.362,0.7,2.2,.304,0.7,1.5,.447,.452,0.3,0.4,.778,0.3,1.2,1.4,0.7,0.6,0.0,0.4,1.2,3.7,NJN
Etan Thomas,20.8,2.7,5.4,.502,0.0,0.0,,2.7,5.4,.502,.502,1.6,3.1,.528,1.8,3.4,5.2,0.4,0.4,1.1,1.1,2.8,7.1,WAS
James Thomas,10.6,1.1,1.8,.600,0.0,0.0,,1.1,1.8,.600,.600,0.2,0.5,.333,1.5,1.8,3.4,0.4,0.4,0.4,0.6,1.2,2.4,TOT
James Thomas,12.4,1.2,2.0,.611,0.0,0.0,,1.2,2.0,.611,.611,0.2,0.7,.333,1.7,2.2,3.9,0.4,0.4,0.4,0.8,1.3,2.7,POR
James Thomas,2.5,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,ATL
John Thomas,11.8,1.0,2.0,.488,0.0,0.0,,1.0,2.0,.488,.488,0.6,1.0,.587,0.9,1.3,2.2,0.4,0.3,0.3,0.4,1.9,2.5,MIN
Kenny Thomas,29.7,5.0,10.7,.470,0.0,0.1,.200,5.0,10.6,.472,.471,2.4,3.1,.762,2.5,4.8,7.3,2.1,0.9,0.2,1.8,3.1,12.4,TOT
Kenny Thomas,28.6,4.6,10.1,.456,0.0,0.1,.250,4.6,10.0,.458,.457,2.0,2.5,.798,2.3,4.3,6.6,1.6,0.9,0.1,1.8,3.2,11.3,PHI
Kenny Thomas,31.7,5.8,11.7,.492,0.0,0.0,.000,5.8,11.7,.493,.492,3.0,4.2,.722,3.0,5.7,8.7,2.9,1.0,0.4,1.8,2.9,14.5,SAC
Kurt Thomas,35.7,5.3,11.3,.471,0.0,0.1,.500,5.3,11.2,.470,.472,0.8,1.1,.786,2.1,8.3,10.4,2.0,0.9,1.0,1.2,3.9,11.5,NYK
Tim Thomas,27.3,4.4,10.1,.439,1.2,2.9,.409,3.2,7.2,.451,.498,1.9,2.4,.786,0.6,2.7,3.3,1.5,0.6,0.2,1.6,3.1,12.0,NYK
Jamaal Tinsley,32.5,5.5,13.1,.418,1.5,3.9,.372,4.0,9.2,.437,.473,3.1,4.1,.744,0.7,3.4,4.0,6.4,2.0,0.3,3.4,2.8,15.4,IND
Robert Traylor,17.9,2.4,5.4,.444,0.0,0.1,.000,2.4,5.3,.453,.444,0.7,1.4,.539,1.8,2.6,4.5,0.8,0.7,0.7,1.0,2.9,5.5,CLE
Jake Tsakalidis,9.0,1.0,2.1,.500,0.0,0.0,,1.0,2.1,.500,.500,0.5,0.6,.778,0.7,1.1,1.8,0.3,0.1,0.5,0.4,1.4,2.5,MEM
Nikoloz Tskitishvili,6.3,0.6,2.1,.297,0.1,0.5,.118,0.6,1.6,.351,.311,0.1,0.2,.571,0.3,0.8,1.2,0.3,0.2,0.3,0.5,0.9,1.4,TOT
Nikoloz Tskitishvili,6.9,0.7,2.2,.294,0.0,0.3,.000,0.7,1.9,.341,.294,0.2,0.3,.571,0.5,0.8,1.3,0.2,0.3,0.3,0.6,1.0,1.5,DEN
Nikoloz Tskitishvili,5.2,0.6,1.9,.304,0.2,0.8,.200,0.4,1.1,.385,.348,0.0,0.0,,0.1,0.9,1.0,0.5,0.0,0.3,0.4,0.8,1.3,GSW
Hedo Türkoğlu,26.2,4.9,11.7,.419,1.4,3.7,.380,3.5,8.0,.438,.479,2.8,3.4,.836,0.9,2.6,3.5,2.3,0.6,0.3,1.8,2.1,14.0,ORL
Beno Udrih,14.4,2.2,4.9,.444,0.7,1.8,.408,1.4,3.1,.464,.518,0.8,1.1,.753,0.2,0.8,1.0,1.9,0.5,0.1,1.0,1.2,5.9,SAS
Nick Van Exel,30.5,4.0,10.6,.381,1.9,4.8,.389,2.2,5.7,.375,.471,1.1,1.4,.784,0.4,2.7,3.0,4.3,0.8,0.0,1.7,1.3,11.1,POR
Keith Van Horn,24.2,4.1,9.1,.456,0.9,2.3,.380,3.3,6.8,.481,.504,2.1,2.5,.815,1.4,3.3,4.7,1.2,0.6,0.3,1.3,2.7,11.2,TOT
Keith Van Horn,24.8,3.9,8.6,.449,0.9,2.4,.385,3.0,6.3,.473,.502,1.7,2.0,.862,1.7,3.3,5.0,1.2,0.6,0.3,1.4,2.5,10.4,MIL
Keith Van Horn,23.6,4.4,9.6,.462,0.8,2.2,.375,3.6,7.4,.488,.505,2.5,3.2,.783,1.2,3.3,4.4,1.2,0.5,0.3,1.2,3.0,12.2,DAL
Anderson Varejão,16.0,1.8,3.6,.513,0.0,0.0,.000,1.8,3.5,.518,.513,1.3,2.4,.535,2.0,2.7,4.8,0.5,0.8,0.7,0.5,2.3,4.9,CLE
Jacque Vaughn,19.9,2.1,4.6,.449,0.1,0.2,.333,2.0,4.4,.455,.457,1.1,1.3,.835,0.2,1.3,1.5,1.9,0.6,0.0,0.9,1.9,5.3,NJN
Jake Voskuhl,9.5,0.7,1.6,.458,0.0,0.0,,0.7,1.6,.458,.458,0.7,1.0,.684,0.8,1.6,2.4,0.4,0.1,0.3,0.5,1.6,2.1,PHO
Jackson Vroman,15.3,1.8,4.3,.412,0.0,0.1,.000,1.8,4.3,.418,.412,1.0,1.6,.640,1.4,2.4,3.8,0.9,0.5,0.4,1.4,2.3,4.6,TOT
Jackson Vroman,5.7,0.6,1.6,.375,0.0,0.0,,0.6,1.6,.375,.375,0.4,0.7,.571,0.5,0.8,1.3,0.7,0.3,0.2,0.7,1.1,1.6,PHO
Jackson Vroman,18.0,2.1,5.1,.415,0.0,0.1,.000,2.1,5.0,.422,.415,1.2,1.9,.647,1.6,2.9,4.5,0.9,0.6,0.5,1.6,2.6,5.4,NOH
Sasha Vujačić,11.5,0.9,3.3,.282,0.5,1.8,.270,0.5,1.5,.296,.355,0.5,0.5,.947,0.4,1.4,1.8,1.5,0.3,0.1,0.4,1.2,2.9,LAL
Dwyane Wade,38.6,8.2,17.1,.478,0.2,0.6,.289,8.0,16.5,.485,.483,7.5,9.9,.762,1.4,3.7,5.2,6.8,1.6,1.1,4.2,3.0,24.1,MIA
Dajuan Wagner,9.3,1.6,5.0,.327,0.5,2.4,.192,1.2,2.6,.448,.373,0.3,0.4,.750,0.0,0.2,0.2,1.2,0.5,0.0,0.8,1.4,4.0,CLE
Antoine Walker,38.4,7.5,17.9,.422,1.4,4.4,.323,6.1,13.5,.455,.462,2.6,4.8,.539,2.4,6.7,9.0,3.4,1.2,0.8,3.3,2.8,19.1,TOT
Antoine Walker,40.2,7.9,19.1,.415,1.6,5.1,.317,6.3,14.1,.450,.457,3.0,5.5,.534,2.4,7.0,9.4,3.7,1.2,0.6,3.5,2.8,20.4,ATL
Antoine Walker,34.5,6.7,15.2,.442,1.0,3.0,.342,5.7,12.1,.467,.477,1.8,3.3,.557,2.3,5.9,8.3,3.0,1.0,1.1,2.9,2.9,16.3,BOS
Samaki Walker,9.6,0.8,2.2,.355,0.0,0.0,,0.8,2.2,.355,.355,0.1,0.2,.667,0.6,0.7,1.3,0.3,0.2,0.5,0.6,1.8,1.7,WAS
Ben Wallace,36.1,4.0,8.8,.453,0.0,0.1,.111,4.0,8.7,.458,.454,1.8,4.1,.428,3.9,8.2,12.2,1.7,1.4,2.4,1.1,2.1,9.7,DET
Gerald Wallace,30.7,4.1,9.1,.449,0.2,0.9,.274,3.8,8.2,.468,.462,2.7,4.1,.661,1.7,3.8,5.5,2.0,1.7,1.3,2.3,2.6,11.1,CHA
Rasheed Wallace,34.0,5.9,13.4,.440,0.9,3.0,.318,5.0,10.5,.475,.475,1.7,2.5,.697,2.2,5.9,8.2,1.8,0.8,1.5,1.6,3.0,14.5,DET
Luke Walton,12.6,1.2,3.0,.411,0.3,1.0,.262,1.0,2.0,.487,.456,0.6,0.8,.708,0.9,1.4,2.3,1.5,0.4,0.2,1.0,1.1,3.2,LAL
Charlie Ward,25.7,1.7,5.5,.312,1.1,3.6,.314,0.6,1.9,.308,.416,0.8,0.9,.846,0.4,2.4,2.8,3.1,1.1,0.0,1.3,1.6,5.4,HOU
Earl Watson,22.6,3.0,6.9,.426,0.7,2.0,.319,2.3,4.9,.471,.473,1.1,1.7,.659,0.4,1.6,2.1,4.5,1.0,0.2,2.1,2.3,7.7,MEM
Clarence Weatherspoon,13.1,1.2,2.9,.412,0.0,0.0,,1.2,2.9,.412,.412,0.7,0.9,.829,0.9,2.2,3.1,0.4,0.2,0.2,0.4,1.9,3.1,HOU
Chris Webber,35.4,8.3,19.1,.433,0.2,0.7,.341,8.1,18.5,.436,.438,2.7,3.4,.794,1.9,7.2,9.1,4.7,1.4,0.8,2.7,3.2,19.5,TOT
Chris Webber,36.3,9.0,19.9,.449,0.2,0.6,.379,8.7,19.3,.452,.455,3.1,3.9,.799,2.0,7.7,9.7,5.5,1.5,0.7,2.9,3.1,21.3,SAC
Chris Webber,33.4,6.8,17.4,.391,0.2,0.7,.267,6.6,16.7,.396,.396,1.8,2.3,.776,1.7,6.1,7.9,3.1,1.2,0.9,2.3,3.3,15.6,PHI
Bonzi Wells,21.6,3.9,8.9,.441,0.5,1.5,.346,3.4,7.4,.460,.470,2.0,2.7,.750,0.7,2.6,3.3,1.2,1.2,0.4,1.3,2.4,10.4,MEM
Jiří Welsch,18.5,2.1,5.2,.402,0.5,1.5,.309,1.6,3.7,.441,.447,1.8,2.4,.763,0.4,2.0,2.4,1.5,0.6,0.1,1.0,1.7,6.5,TOT
Jiří Welsch,20.5,2.5,5.8,.428,0.6,1.8,.323,1.9,4.0,.475,.478,2.0,2.6,.773,0.4,2.2,2.5,1.5,0.7,0.1,1.1,1.9,7.5,BOS
Jiří Welsch,12.0,0.8,3.2,.235,0.1,0.7,.182,0.6,2.5,.250,.255,1.3,1.8,.714,0.4,1.4,1.8,1.2,0.3,0.0,0.9,1.0,2.9,CLE
David Wesley,34.7,4.2,10.5,.398,1.5,3.9,.375,2.7,6.6,.411,.468,2.0,2.4,.857,0.5,2.4,2.9,3.3,1.2,0.1,1.4,2.7,11.9,TOT
David Wesley,35.9,5.1,13.2,.389,1.1,3.1,.350,4.0,10.1,.401,.430,2.6,2.9,.882,0.5,2.8,3.3,4.2,1.3,0.0,2.1,2.5,13.9,NOH
David Wesley,34.1,3.7,9.2,.404,1.7,4.4,.383,2.1,4.9,.422,.494,1.8,2.1,.841,0.5,2.2,2.6,2.9,1.1,0.1,1.1,2.8,10.9,HOU
